ID,Col,DayOfWeek,Date,Time,Col,TeamLocal,RedCardLocal,Col,TeamVisit,RedCardVisit,ScoreTeamLocal,ScoreTeamVisit,HalfTimeScore,Col,Col,Col,Col,Col,Col,Col,Col,Season,Col,Col,Col,Col
1314958,1,Saturday, Mar 9 2019,00:10,894,Belgrano,0,9310,Patronato de Parana,1,3,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314976,1,Saturday, Mar 9 2019,20:10,3802,Godoy Cruz,0,903,Rosario Central,1,0,0,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314979,1,Saturday, Mar 9 2019,20:10,902,Newells Old Boys,2,893,Talleres,1,1,2,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314955,1,Saturday, Mar 9 2019,22:20,891,Colon,0,890,Racing Club,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315098,1,Sunday, Mar 10 2019,00:30,889,Boca Juniors,0,906,San Lorenzo,1,3,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315102,1,Sunday, Mar 10 2019,20:10,901,Estudiantes,1,896,Gimnasia LP,2,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314961,1,Sunday, Mar 10 2019,22:20,898,Huracan,0,5595,San Martin de Tucuman,0,1,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314964,1,Sunday, Mar 10 2019,22:20,897,Independiente,0,6145,Aldosivi,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314973,1,Monday, Mar 11 2019,00:30,6148,Atletico Tucuman,0,905,River Plate,0,0,1,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314970,1,Monday, Mar 11 2019,22:00,4735,Tigre,0,892,Union,0,2,2,0 : 2,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315104,1,Tuesday, Mar 12 2019,00:10,6147,Defensa y Justicia,0,1303,Banfield,0,3,2,2 : 1,1,1,FT,1,0,1,1,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315100,1,Tuesday, Mar 12 2019,00:10,907,Argentinos Juniors,0,895,Velez Sarsfield,0,0,0,0 : 0,0,1,FT,0,0,1,1,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314988,1,Friday, Mar 15 2019,22:00,896,Gimnasia LP,0,902,Newells Old Boys,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314985,1,Saturday, Mar 16 2019,00:10,6145,Aldosivi,0,891,Colon,0,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314991,1,Saturday, Mar 16 2019,16:15,895,Velez Sarsfield,0,6148,Atletico Tucuman,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315018,1,Saturday, Mar 16 2019,18:30,892,Union,0,899,Lanus,0,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315015,1,Saturday, Mar 16 2019,20:45,4736,San Martin San Juan,0,907,Argentinos Juniors,0,2,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315003,1,Saturday, Mar 16 2019,23:00,890,Racing Club,0,894,Belgrano,0,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314994,1,Sunday, Mar 17 2019,14:00,9310,Patronato de Parana,1,6147,Defensa y Justicia,0,2,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314997,1,Sunday, Mar 17 2019,16:15,893,Talleres,2,4735,Tigre,0,1,3,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315009,1,Sunday, Mar 17 2019,18:30,903,Rosario Central,0,906,San Lorenzo,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314982,1,Sunday, Mar 17 2019,20:45,905,River Plate,0,897,Independiente,1,3,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315012,1,Sunday, Mar 17 2019,23:00,5595,San Martin de Tucuman,0,889,Boca Juniors,0,1,4,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315006,1,Monday, Mar 18 2019,22:00,1303,Banfield,0,3802,Godoy Cruz,0,2,2,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315000,1,Tuesday, Mar 19 2019,00:10,898,Huracan,0,901,Estudiantes,0,0,1,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314954,1,Saturday, Mar 23 2019,23:00,891,Colon,0,906,San Lorenzo,0,1,1,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315057,1,Friday, Mar 29 2019,22:00,902,Newells Old Boys,0,898,Huracan,0,3,1,2 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315021,1,Saturday, Mar 30 2019,00:10,889,Boca Juniors,0,1303,Banfield,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315039,1,Saturday, Mar 30 2019,16:15,906,San Lorenzo,0,896,Gimnasia LP,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315054,1,Saturday, Mar 30 2019,18:30,3802,Godoy Cruz,0,9310,Patronato de Parana,0,2,1,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315042,1,Saturday, Mar 30 2019,20:45,897,Independiente,0,895,Velez Sarsfield,0,2,1,0 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315036,1,Saturday, Mar 30 2019,23:00,893,Talleres,0,905,River Plate,1,0,2,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315051,1,Sunday, Mar 31 2019,15:00,6148,Atletico Tucuman,0,6145,Aldosivi,1,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315045,1,Sunday, Mar 31 2019,17:15,899,Lanus,0,894,Belgrano,1,3,1,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315024,1,Sunday, Mar 31 2019,17:15,907,Argentinos Juniors,0,903,Rosario Central,0,0,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315030,1,Sunday, Mar 31 2019,22:10,6147,Defensa y Justicia,0,892,Union,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315048,1,Sunday, Mar 31 2019,22:10,4735,Tigre,0,890,Racing Club,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315027,1,Monday, Apr 1 2019,23:00,901,Estudiantes,0,5595,San Martin de Tucuman,1,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315033,1,Tuesday, Apr 2 2019,01:10,891,Colon,0,4736,San Martin San Juan,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
